"Statistic Label","Census Year","Sex","CSO Electoral Divisions 2022","UNIT","VALUE"
"Persons with a disability","2022","Females","Kyle, Laois","Number","31"
"Persons with a disability","2022","Females","Lacka, Laois","Number","30"
"Persons with a disability","2022","Females","Luggacurren, Laois","Number","40"
"Persons with a disability","2022","Females","Marymount, Laois","Number","15"
"Persons with a disability","2022","Females","Meelick, Laois","Number","46"
"Persons with a disability","2022","Females","Moneenalassa, Laois","Number","7"
"Persons with a disability","2022","Females","Moneymore, Laois","Number","17"
"Persons with a disability","2022","Females","Mountmellick Rural, Laois","Number","131"
"Persons with a disability","2022","Females","Mountmellick Urban, Laois","Number","513"
"Persons with a disability","2022","Females","Mountrath, Laois","Number","303"
"Persons with a disability","2022","Females","Moyanna, Laois","Number","39"
"Persons with a disability","2022","Females","Nealstown, Laois","Number","11"
"Persons with a disability","2022","Females","Newtown, Laois","Number","37"
"Persons with a disability","2022","Females","O'moresforest, Laois","Number","53"
"Persons with a disability","2022","Females","Portarlington South, Laois","Number","954"
"Persons with a disability","2022","Females","Portlaoighise Rural, Laois","Number","1877"
"Persons with a disability","2022","Females","Portlaoighise Urban, Laois","Number","474"
"Persons with a disability","2022","Females","Raheen, Laois","Number","56"
"Persons with a disability","2022","Females","Rathaspick, Laois","Number","34"
"Persons with a disability","2022","Females","Rathdowney, Laois","Number","172"
"Persons with a disability","2022","Females","Rathsaran, Laois","Number","66"
"Persons with a disability","2022","Females","Rearymore, Laois","Number","36"
"Persons with a disability","2022","Females","Rosenallis, Laois","Number","36"
"Persons with a disability","2022","Females","Rossmore, Laois","Number","48"
"Persons with a disability","2022","Females","Sallyford, Laois","Number","52"
"Persons with a disability","2022","Females","Shaen, Laois","Number","102"
"Persons with a disability","2022","Females","Shrule, Laois","Number","29"
"Persons with a disability","2022","Females","Stradbally, Laois","Number","275"
"Persons with a disability","2022","Females","Tankardstown, Laois","Number","44"
"Persons with a disability","2022","Females","Timahoe, Laois","Number","53"
"Persons with a disability","2022","Females","Timogue, Laois","Number","34"
"Persons with a disability","2022","Females","Tinnahinch, Laois","Number","22"
"Persons with a disability","2022","Females","Trumra, Laois","Number","37"
"Persons with a disability","2022","Females","Turra, Laois","Number","36"
"Persons with a disability","2022","Females","Vicarstown, Laois","Number","26"
"Persons with a disability","2022","Females","Abbeylara, Longford","Number","40"
"Persons with a disability","2022","Females","Aghaboy, Longford","Number","61"
"Persons with a disability","2022","Females","Agharra, Longford","Number","62"
"Persons with a disability","2022","Females","Ardagh East, Longford","Number","70"
"Persons with a disability","2022","Females","Ardagh West, Longford","Number","49"
"Persons with a disability","2022","Females","Ballinalee, Longford","Number","81"
"Persons with a disability","2022","Females","Ballinamuck East, Longford","Number","50"
"Persons with a disability","2022","Females","Ballinamuck West, Longford","Number","53"
"Persons with a disability","2022","Females","Ballymahon, Longford","Number","311"
"Persons with a disability","2022","Females","Ballymuigh, Longford","Number","26"
"Persons with a disability","2022","Females","Breanrisk, Longford","Number","117"
"Persons with a disability","2022","Females","Bunlahy, Longford","Number","17"
"Persons with a disability","2022","Females","Caldragh, Longford","Number","262"
"Persons with a disability","2022","Females","Cashel East, Longford","Number","24"
"Persons with a disability","2022","Females","Cashel West, Longford","Number","74"
"Persons with a disability","2022","Females","Cloondara, Longford","Number","86"
"Persons with a disability","2022","Females","Cloonee, Longford","Number","80"
"Persons with a disability","2022","Females","Columbkille, Longford","Number","53"
"Persons with a disability","2022","Females","Coolamber, Longford","Number","33"
"Persons with a disability","2022","Females","Corboy, Longford","Number","37"
"Persons with a disability","2022","Females","Creevy, Longford","Number","34"
"Persons with a disability","2022","Females","Crosagstown, Longford","Number","35"
"Persons with a disability","2022","Females","Currygrane, Longford","Number","10"
"Persons with a disability","2022","Females","Dalystown, Longford","Number","19"
"Persons with a disability","2022","Females","Doory, Longford","Number","49"
"Persons with a disability","2022","Females","Drumgort, Longford","Number","48"
"Persons with a disability","2022","Females","Drumlish, Longford","Number","205"
"Persons with a disability","2022","Females","Drummeel, Longford","Number","16"
"Persons with a disability","2022","Females","Firry/Newgrove, Longford","Number","19"
"Persons with a disability","2022","Females","Forgney, Longford","Number","97"
"Persons with a disability","2022","Females","Foxhall, Longford","Number","85"
"Persons with a disability","2022","Females","Gelshagh, Longford","Number","31"
"Persons with a disability","2022","Females","Granard Rural, Longford","Number","30"
"Persons with a disability","2022","Females","Granard Urban, Longford","Number","134"
"Persons with a disability","2022","Females","Kilcommock, Longford","Number","135"
"Persons with a disability","2022","Females","Kilglass, Longford","Number","78"
"Persons with a disability","2022","Females","Killashee, Longford","Number","51"
"Persons with a disability","2022","Females","Killoe, Longford","Number","38"
"Persons with a disability","2022","Females","Knockanbaun, Longford","Number","13"
"Persons with a disability","2022","Females","Ledwithstown, Longford","Number","40"
"Persons with a disability","2022","Females","Lislea, Longford","Number","14"
"Persons with a disability","2022","Females","Longford No. 1 Urban, Longford","Number","551"
"Persons with a disability","2022","Females","Longford No. 2 Urban, Longford","Number","122"
"Persons with a disability","2022","Females","Longford Rural, Longford","Number","744"
"Persons with a disability","2022","Females","Meathas Truim, Longford","Number","290"
"Persons with a disability","2022","Females","Milltown, Longford","Number","28"
"Persons with a disability","2022","Females","Moatfarrell, Longford","Number","22"
"Persons with a disability","2022","Females","Mountdavis, Longford","Number","16"
"Persons with a disability","2022","Females","Moydow, Longford","Number","59"
"Persons with a disability","2022","Females","Moyne, Longford","Number","44"
"Persons with a disability","2022","Females","Mullanalaghta, Longford","Number","35"
"Persons with a disability","2022","Females","Newtown Forbes, Longford","Number","126"
"Persons with a disability","2022","Females","Rathcline, Longford","Number","210"
"Persons with a disability","2022","Females","Sonnagh, Longford","Number","32"
"Persons with a disability","2022","Females","Ardee Rural, Louth","Number","290"
"Persons with a disability","2022","Females","Ardee Urban, Louth","Number","659"
"Persons with a disability","2022","Females","Ballymascanlan, Louth","Number","257"
"Persons with a disability","2022","Females","Barronstown, Louth","Number","81"
"Persons with a disability","2022","Females","Carlingford, Louth","Number","264"
"Persons with a disability","2022","Females","Castlebellingham, Louth","Number","263"
"Persons with a disability","2022","Females","Castlering, Louth","Number","88"
"Persons with a disability","2022","Females","Castletown (North), Louth","Number","487"
"Persons with a disability","2022","Females","Castletown (South), Louth","Number","87"
"Persons with a disability","2022","Females","Clogher, Louth","Number","365"
"Persons with a disability","2022","Females","Clonkeen, Louth","Number","71"
"Persons with a disability","2022","Females","Collon, Louth","Number","207"
"Persons with a disability","2022","Females","Creggan Upper, Louth","Number","66"
"Persons with a disability","2022","Females","Darver, Louth","Number","54"
"Persons with a disability","2022","Females","Dromin, Louth","Number","69"
"Persons with a disability","2022","Females","Dromiskin, Louth","Number","275"
"Persons with a disability","2022","Females","Drumcar, Louth","Number","153"
"Persons with a disability","2022","Females","Drummullagh, Louth","Number","142"
"Persons with a disability","2022","Females","Dundalk No. 1 Urban, Louth","Number","360"
"Persons with a disability","2022","Females","Dundalk No. 2 Urban, Louth","Number","130"
"Persons with a disability","2022","Females","Dundalk No. 3 Urban, Louth","Number","223"
"Persons with a disability","2022","Females","Dundalk No. 4 Urban, Louth","Number","753"
"Persons with a disability","2022","Females","Dundalk Rural (North), Louth","Number","741"
"Persons with a disability","2022","Females","Dundalk Rural (South), Louth","Number","1681"
"Persons with a disability","2022","Females","Dunleer, Louth","Number","387"
"Persons with a disability","2022","Females","Dysart, Louth","Number","103"
"Persons with a disability","2022","Females","Fair Gate, Louth","Number","1484"
"Persons with a disability","2022","Females","Faughart, Louth","Number","78"
"Persons with a disability","2022","Females","Greenore, Louth","Number","121"
"Persons with a disability","2022","Females","Haggardstown, Louth","Number","906"
"Persons with a disability","2022","Females","Jenkinstown, Louth","Number","122"
"Persons with a disability","2022","Females","Killanny, Louth","Number","86"
"Persons with a disability","2022","Females","Louth, Louth","Number","172"
"Persons with a disability","2022","Females","Mansfieldstown, Louth","Number","70"
"Persons with a disability","2022","Females","Monasterboice, Louth","Number","148"
"Persons with a disability","2022","Females","Mullary, Louth","Number","169"
"Persons with a disability","2022","Females","Rathcor, Louth","Number","147"
"Persons with a disability","2022","Females","Ravensdale, Louth","Number","80"
"Persons with a disability","2022","Females","St. Lawrence Gate, Louth","Number","557"
"Persons with a disability","2022","Females","St. Mary's (Part), Louth","Number","752"
"Persons with a disability","2022","Females","St. Peter's, Louth","Number","1232"
"Persons with a disability","2022","Females","Stabannan, Louth","Number","62"
"Persons with a disability","2022","Females","Tallanstown, Louth","Number","115"
"Persons with a disability","2022","Females","Termonfeckin, Louth","Number","446"
"Persons with a disability","2022","Females","West Gate, Louth","Number","866"
"Persons with a disability","2022","Females","Ardagh, Meath","Number","70"
"Persons with a disability","2022","Females","Ardbraccan, Meath","Number","205"
"Persons with a disability","2022","Females","Ardcath, Meath","Number","202"
"Persons with a disability","2022","Females","Ardmulchan, Meath","Number","96"
"Persons with a disability","2022","Females","Ardnamullan, Meath","Number","95"
"Persons with a disability","2022","Females","Baile Átha Buí, An Mhí","Number","344"
"Persons with a disability","2022","Females","Ballinlough, Meath","Number","25"
"Persons with a disability","2022","Females","Ballyboggan, Meath","Number","43"
"Persons with a disability","2022","Females","Ballyconnell, Meath","Number","76"
"Persons with a disability","2022","Females","Balrathboyne, Meath","Number","53"
"Persons with a disability","2022","Females","Bective, Meath","Number","108"
"Persons with a disability","2022","Females","Boherboy, Meath","Number","30"
"Persons with a disability","2022","Females","Burry, Meath","Number","29"
"Persons with a disability","2022","Females","Carrickleck, Meath","Number","47"
"Persons with a disability","2022","Females","Castlejordan, Meath","Number","54"
"Persons with a disability","2022","Females","Castlekeeran, Meath","Number","58"
"Persons with a disability","2022","Females","Castlerickard, Meath","Number","232"
"Persons with a disability","2022","Females","Castletown, Meath","Number","89"
"Persons with a disability","2022","Females","Ceanannas Mór Rural, Meath","Number","589"
"Persons with a disability","2022","Females","Ceanannas Mór Urban, Meath","Number","315"
"Persons with a disability","2022","Females","Cloghbrack, Meath","Number","53"
"Persons with a disability","2022","Females","Clonmacduff, Meath","Number","46"
"Persons with a disability","2022","Females","Crossakeel, Meath","Number","64"
"Persons with a disability","2022","Females","Crosskeys, Meath","Number","36"
"Persons with a disability","2022","Females","Cruicetown, Meath","Number","45"
"Persons with a disability","2022","Females","Culmullin, Meath","Number","138"
"Persons with a disability","2022","Females","Donaghmore, Meath","Number","1357"
"Persons with a disability","2022","Females","Domhnach Phádraig, An Mhí","Number","155"
"Persons with a disability","2022","Females","Drumcondra, Meath","Number","150"
"Persons with a disability","2022","Females","Duleek, Meath","Number","639"
"Persons with a disability","2022","Females","Dunboyne, Meath","Number","896"
"Persons with a disability","2022","Females","Dunshaughlin, Meath","Number","780"
"Persons with a disability","2022","Females","Gallow, Meath","Number","92"
"Persons with a disability","2022","Females","Galtrim, Meath","Number","66"
"Persons with a disability","2022","Females","Girley, Meath","Number","51"
"Persons with a disability","2022","Females","Grangegeeth, Meath","Number","59"
"Persons with a disability","2022","Females","Grennanstown, Meath","Number","147"
"Persons with a disability","2022","Females","Hill Of Down, Meath","Number","62"
"Persons with a disability","2022","Females","Innfield, Meath","Number","504"
"Persons with a disability","2022","Females","Julianstown, Meath","Number","1304"
"Persons with a disability","2022","Females","Kentstown, Meath","Number","204"
"Persons with a disability","2022","Females","Kilbrew, Meath","Number","360"
"Persons with a disability","2022","Females","Cill Bhríde, An Mhí","Number","59"
"Persons with a disability","2022","Females","Kilcooly, Meath","Number","35"
"Persons with a disability","2022","Females","Kildalkey, Meath","Number","149"
"Persons with a disability","2022","Females","Killaconnigan, Meath","Number","270"
"Persons with a disability","2022","Females","Killallon, Meath","Number","33"
"Persons with a disability","2022","Females","Killary, Meath","Number","125"
"Persons with a disability","2022","Females","Killeagh, Meath","Number","34"
"Persons with a disability","2022","Females","Killeen, Meath","Number","129"
"Persons with a disability","2022","Females","Killyon, Meath","Number","42"
"Persons with a disability","2022","Females","Kilmainham, Meath","Number","111"
"Persons with a disability","2022","Females","Kilmessan, Meath","Number","173"
"Persons with a disability","2022","Females","Kilmore, Meath","Number","165"
"Persons with a disability","2022","Females","Kilskeer, Meath","Number","45"
"Persons with a disability","2022","Females","Knocklough, Meath","Number","28"
"Persons with a disability","2022","Females","Laracor, Meath","Number","57"
"Persons with a disability","2022","Females","Loughan, Meath","Number","50"
"Persons with a disability","2022","Females","Maperath, Meath","Number","51"
"Persons with a disability","2022","Females","Martry, Meath","Number","66"
"Persons with a disability","2022","Females","Mellifont, Meath","Number","63"
"Persons with a disability","2022","Females","Moybolgue, Meath","Number","27"
"Persons with a disability","2022","Females","Moylagh, Meath","Number","43"
"Persons with a disability","2022","Females","Moynalty, Meath","Number","74"
"Persons with a disability","2022","Females","Navan Rural, Meath","Number","3374"
"Persons with a disability","2022","Females","Navan Urban, Meath","Number","432"
"Persons with a disability","2022","Females","Newcastle, Meath","Number","43"
"Persons with a disability","2022","Females","Newtown, Meath","Number","92"
"Persons with a disability","2022","Females","Nobber, Meath","Number","95"
"Persons with a disability","2022","Females","Oldcastle, Meath","Number","287"
"Persons with a disability","2022","Females","Painestown, Meath","Number","103"
"Persons with a disability","2022","Females","Posseckstown, Meath","Number","19"
"Persons with a disability","2022","Females","Rahinstown, Meath","Number","50"
"Persons with a disability","2022","Females","Rathfeigh, Meath","Number","109"
"Persons with a disability","2022","Females","Rathkenny, Meath","Number","72"
"Persons with a disability","2022","Females","Rathmolyon, Meath","Number","157"
"Persons with a disability","2022","Females","An Ráth Mhór, An Mhí","Number","92"
"Persons with a disability","2022","Females","Ratoath, Meath","Number","966"
"Persons with a disability","2022","Females","Rodanstown, Meath","Number","169"
"Persons with a disability","2022","Females","Skreen, Meath","Number","143"
"Persons with a disability","2022","Females","Slane, Meath","Number","188"
"Persons with a disability","2022","Females","St. Mary's, Meath","Number","1653"
"Persons with a disability","2022","Females","Stackallan, Meath","Number","78"
"Persons with a disability","2022","Females","Staholmog, Meath","Number","40"
"Persons with a disability","2022","Females","Stamullin, Meath","Number","541"
"Persons with a disability","2022","Females","Stonefield, Meath","Number","21"
"Persons with a disability","2022","Females","Summerhill, Meath","Number","157"
"Persons with a disability","2022","Females","Tara, Meath","Number","136"
"Persons with a disability","2022","Females","Tailtin, An Mhí","Number","103"
"Persons with a disability","2022","Females","Trim Rural, Meath","Number","1049"
"Persons with a disability","2022","Females","Trim Urban, Meath","Number","179"
"Persons with a disability","2022","Females","Trohanny, Meath","Number","37"
"Persons with a disability","2022","Females","Aghancon, Offaly","Number","33"
"Persons with a disability","2022","Females","Ballincor, Offaly","Number","18"
"Persons with a disability","2022","Females","Ballyburly, Offaly","Number","175"
"Persons with a disability","2022","Females","Ballycommon, Offaly","Number","60"
"Persons with a disability","2022","Females","Ballycumber, Offaly","Number","86"
"Persons with a disability","2022","Females","Ballymacwilliam, Offaly","Number","68"
"Persons with a disability","2022","Females","Ballyshear, Offaly","Number","39"
"Persons with a disability","2022","Females","Banagher, Offaly","Number","266"
"Persons with a disability","2022","Females","Barna, Offaly","Number","13"
"Persons with a disability","2022","Females","Bawn, Offaly","Number","38"
"Persons with a disability","2022","Females","Birr Rural, Offaly","Number","173"
"Persons with a disability","2022","Females","Birr Urban, Offaly","Number","637"
"Persons with a disability","2022","Females","Bracknagh, Offaly","Number","125"
"Persons with a disability","2022","Females","Broughal, Offaly","Number","13"
"Persons with a disability","2022","Females","Cangort, Offaly","Number","20"
"Persons with a disability","2022","Females","Cappancur, Offaly","Number","188"
"Persons with a disability","2022","Females","Clara, Offaly","Number","573"
"Persons with a disability","2022","Females","Cloghan, Offaly","Number","134"
"Persons with a disability","2022","Females","Clonbulloge, Offaly","Number","86"
"Persons with a disability","2022","Females","Clonmacnoise, Offaly","Number","24"
"Persons with a disability","2022","Females","Clonmore, Offaly","Number","54"
"Persons with a disability","2022","Females","Clonygowan, Offaly","Number","79"
"Persons with a disability","2022","Females","Croghan, Offaly","Number","63"
"Persons with a disability","2022","Females","Cullenwaine, Offaly","Number","72"
"Persons with a disability","2022","Females","Daingean, Offaly","Number","175"
"Persons with a disability","2022","Females","Derrinboy, Offaly","Number","28"
"Persons with a disability","2022","Females","Derryad, Offaly","Number","33"
"Persons with a disability","2022","Females","Derrycooly, Offaly","Number","29"
"Persons with a disability","2022","Females","Doon, Offaly","Number","61"
"Persons with a disability","2022","Females","Dromoyle, Offaly","Number","32"
"Persons with a disability","2022","Females","Drumcullen, Offaly","Number","44"
"Persons with a disability","2022","Females","Dunkerrin, Offaly","Number","34"
"Persons with a disability","2022","Females","Durrow, Offaly","Number","76"
"Persons with a disability","2022","Females","Edenderry Rural, Offaly","Number","83"
"Persons with a disability","2022","Females","Edenderry Urban, Offaly","Number","874"
"Persons with a disability","2022","Females","Eglish, Offaly","Number","29"
"Persons with a disability","2022","Females","Esker/Ballaghassaan, Offaly","Number","46"
"Persons with a disability","2022","Females","Ettagh, Offaly","Number","51"
"Persons with a disability","2022","Females","Ferbane, Offaly","Number","154"
"Persons with a disability","2022","Females","Gallen, Offaly","Number","119"
"Persons with a disability","2022","Females","Geashill, Offaly","Number","170"
"Persons with a disability","2022","Females","Gorteen, Offaly, 187043","Number","24"
"Persons with a disability","2022","Females","Gorteen, Offaly, 187044","Number","41"
"Persons with a disability","2022","Females","Hammerlane, Offaly","Number","64"
"Persons with a disability","2022","Females","Hinds, Offaly","Number","39"
"Persons with a disability","2022","Females","Huntston, Offaly","Number","42"
"Persons with a disability","2022","Females","Kilclonfert, Offaly","Number","33"
"Persons with a disability","2022","Females","Kilcolman, Offaly","Number","29"
"Persons with a disability","2022","Females","Kilcormac, Offaly","Number","180"
"Persons with a disability","2022","Females","Kilcumreragh, Offaly","Number","46"
"Persons with a disability","2022","Females","Killeigh, Offaly","Number","127"
"Persons with a disability","2022","Females","Killooly, Offaly","Number","24"
"Persons with a disability","2022","Females","Killoughy, Offaly","Number","66"
"Persons with a disability","2022","Females","Killyon, Offaly","Number","32"
"Persons with a disability","2022","Females","Kinnitty, Offaly","Number","60"
"Persons with a disability","2022","Females","Knockbarron, Offaly","Number","22"
"Persons with a disability","2022","Females","Knockdrin, Offaly","Number","18"
"Persons with a disability","2022","Females","Lea, Offaly","Number","50"
"Persons with a disability","2022","Females","Letter, Offaly","Number","25"
"Persons with a disability","2022","Females","Lumcloon, Offaly","Number","34"
"Persons with a disability","2022","Females","Lusmagh, Offaly","Number","58"
"Persons with a disability","2022","Females","Monasteroris, Offaly","Number","96"
"Persons with a disability","2022","Females","Mountbriscoe, Offaly","Number","33"
"Persons with a disability","2022","Females","Mounterin, Offaly","Number","21"
"Persons with a disability","2022","Females","Mountheaton, Offaly","Number","45"
"Persons with a disability","2022","Females","Moyclare, Offaly","Number","78"
"Persons with a disability","2022","Females","O'dempsey, Offaly","Number","12"
"Persons with a disability","2022","Females","Portarlington North, Offaly","Number","344"
"Persons with a disability","2022","Females","Rahan, Offaly","Number","73"
"Persons with a disability","2022","Females","Raheenakeeran, Offaly","Number","66"
"Persons with a disability","2022","Females","Rathfeston, Offaly","Number","62"
"Persons with a disability","2022","Females","Rathrobin, Offaly","Number","53"
"Persons with a disability","2022","Females","Roscomroe, Offaly","Number","23"
"Persons with a disability","2022","Females","Screggan, Offaly","Number","138"
"Persons with a disability","2022","Females","Seirkieran, Offaly","Number","32"
"Persons with a disability","2022","Females","Shannonbridge, Offaly","Number","30"
"Persons with a disability","2022","Females","Shannonharbour, Offaly","Number","37"
"Persons with a disability","2022","Females","Shinrone, Offaly","Number","157"
"Persons with a disability","2022","Females","Silverbrook, Offaly","Number","66"
"Persons with a disability","2022","Females","Srah, Offaly","Number","97"
"Persons with a disability","2022","Females","Templeharry, Offaly","Number","19"
"Persons with a disability","2022","Females","Tinamuck, Offaly","Number","32"
"Persons with a disability","2022","Females","Tinnycross, Offaly","Number","34"
"Persons with a disability","2022","Females","Tulla, Offaly","Number","9"
"Persons with a disability","2022","Females","Tullamore Rural, Offaly","Number","342"
"Persons with a disability","2022","Females","Tullamore Urban, Offaly","Number","1606"
"Persons with a disability","2022","Females","Ardnaglew, Westmeath","Number","31"
"Persons with a disability","2022","Females","Ardnagragh, Westmeath","Number","42"
"Persons with a disability","2022","Females","Athlone East Rural, Westmeath","Number","869"
"Persons with a disability","2022","Females","Athlone East Urban, Westmeath","Number","634"
"Persons with a disability","2022","Females","Athlone West Urban, Westmeath","Number","498"
"Persons with a disability","2022","Females","Auburn, Westmeath","Number","78"
"Persons with a disability","2022","Females","Ballinalack, Westmeath","Number","77"
"Persons with a disability","2022","Females","Ballinlough, Westmeath","Number","21"
"Persons with a disability","2022","Females","Ballybroder, Westmeath","Number","26"
"Persons with a disability","2022","Females","Ballyhealy, Westmeath","Number","33"
"Persons with a disability","2022","Females","Ballykilmore, Westmeath","Number","82"
"Persons with a disability","2022","Females","Ballymore, Westmeath","Number","78"
"Persons with a disability","2022","Females","Ballymorin, Westmeath","Number","45"
"Persons with a disability","2022","Females","Ballynagore, Westmeath","Number","52"
"Persons with a disability","2022","Females","Ballynaskeagh, Westmeath","Number","36"
"Persons with a disability","2022","Females","Bellanalack, Westmeath","Number","49"
"Persons with a disability","2022","Females","Belvidere, Westmeath","Number","89"
"Persons with a disability","2022","Females","Boherquill, Westmeath","Number","20"
"Persons with a disability","2022","Females","Bracklin, Westmeath","Number","25"
"Persons with a disability","2022","Females","Carn, Westmeath","Number","73"
"Persons with a disability","2022","Females","Carrick, Westmeath","Number","35"
"Persons with a disability","2022","Females","Castle, Westmeath","Number","103"
"Persons with a disability","2022","Females","Castledaly, Westmeath","Number","68"
"Persons with a disability","2022","Females","Castlelost, Westmeath","Number","234"
"Persons with a disability","2022","Females","Castletown, Westmeath","Number","80"
"Persons with a disability","2022","Females","Churchtown, Westmeath","Number","29"
"Persons with a disability","2022","Females","Cloghan, Westmeath","Number","34"
"Persons with a disability","2022","Females","Clonarney, Westmeath","Number","58"
"Persons with a disability","2022","Females","Clonfad, Westmeath","Number","67"
"Persons with a disability","2022","Females","Clonlost, Westmeath","Number","41"
"Persons with a disability","2022","Females","Collinstown, Westmeath","Number","61"
"Persons with a disability","2022","Females","Coole, Westmeath","Number","38"
"Persons with a disability","2022","Females","Coolure, Westmeath","Number","56"
"Persons with a disability","2022","Females","Copperalley, Westmeath","Number","17"
"Persons with a disability","2022","Females","Delvin, Westmeath","Number","149"
"Persons with a disability","2022","Females","Derrymore, Westmeath","Number","27"
"Persons with a disability","2022","Females","Doonis, Westmeath","Number","28"
"Persons with a disability","2022","Females","Drumraney, Westmeath","Number","24"
"Persons with a disability","2022","Females","Dysart, Westmeath","Number","35"
"Persons with a disability","2022","Females","Emper, Westmeath","Number","26"
"Persons with a disability","2022","Females","Enniscoffey, Westmeath","Number","45"
"Persons with a disability","2022","Females","Faughalstown, Westmeath","Number","28"
"Persons with a disability","2022","Females","Finnea, Westmeath","Number","24"
"Persons with a disability","2022","Females","Fore East, Westmeath","Number","41"
"Persons with a disability","2022","Females","Fore West, Westmeath","Number","35"
"Persons with a disability","2022","Females","Gaybrook, Westmeath","Number","31"
"Persons with a disability","2022","Females","Glassan, Westmeath","Number","75"
"Persons with a disability","2022","Females","Glenlough, Westmeath","Number","22"
"Persons with a disability","2022","Females","Glore, Westmeath","Number","17"
"Persons with a disability","2022","Females","Greenpark, Westmeath","Number","26"
"Persons with a disability","2022","Females","Griffinstown, Westmeath","Number","71"
"Persons with a disability","2022","Females","Heathstown, Westmeath","Number","67"
"Persons with a disability","2022","Females","Hilltown, Westmeath","Number","30"
"Persons with a disability","2022","Females","Hopestown, Westmeath","Number","58"
"Persons with a disability","2022","Females","Huntingdon, Westmeath","Number","43"
"Persons with a disability","2022","Females","Jamestown, Westmeath","Number","20"
"Persons with a disability","2022","Females","Kilbeggan, Westmeath","Number","182"
"Persons with a disability","2022","Females","Kilbixy, Westmeath","Number","84"
"Persons with a disability","2022","Females","Kilcumny, Westmeath","Number","22"
"Persons with a disability","2022","Females","Kilcumreragh, Westmeath","Number","43"
"Persons with a disability","2022","Females","Killare, Westmeath","Number","29"
"Persons with a disability","2022","Females","Killinure, Westmeath","Number","35"
"Persons with a disability","2022","Females","Killua, Westmeath","Number","143"
"Persons with a disability","2022","Females","Killucan, Westmeath","Number","222"
"Persons with a disability","2022","Females","Killulagh, Westmeath","Number","49"
"Persons with a disability","2022","Females","Kilpatrick, Westmeath","Number","23"
"Persons with a disability","2022","Females","Kinnegad, Westmeath","Number","362"
"Persons with a disability","2022","Females","Kinturk, Westmeath","Number","218"
"Persons with a disability","2022","Females","Knockarrow, Westmeath","Number","12"
"Persons with a disability","2022","Females","Knockdrin, Westmeath","Number","51"
"Persons with a disability","2022","Females","Lackan, Westmeath","Number","8"
"Persons with a disability","2022","Females","Lauree, Westmeath","Number","16"
"Persons with a disability","2022","Females","Middleton, Westmeath","Number","27"
"Persons with a disability","2022","Females","Milltown, Westmeath","Number","39"
"Persons with a disability","2022","Females","Moate, Westmeath","Number","379"
"Persons with a disability","2022","Females","Mount Temple, Westmeath","Number","61"
"Persons with a disability","2022","Females","Moydrum, Westmeath","Number","278"
"Persons with a disability","2022","Females","Muckanagh, Westmeath","Number","15"
"Persons with a disability","2022","Females","Mullingar North Urban, Westmeath","Number","778"
"Persons with a disability","2022","Females","Mullingar Rural, Westmeath","Number","1222"
"Persons with a disability","2022","Females","Mullingar South Urban, Westmeath","Number","583"
"Persons with a disability","2022","Females","Multyfarnham, Westmeath","Number","104"
"Persons with a disability","2022","Females","Newtown, Westmeath","Number","24"
"Persons with a disability","2022","Females","Noughaval, Westmeath","Number","41"
"Persons with a disability","2022","Females","Owel, Westmeath","Number","57"
"Persons with a disability","2022","Females","Piercetown, Westmeath","Number","11"
"Persons with a disability","2022","Females","Portloman, Westmeath","Number","37"
"Persons with a disability","2022","Females","Raharney, Westmeath","Number","63"
"Persons with a disability","2022","Females","Rahugh, Westmeath","Number","37"
"Persons with a disability","2022","Females","Rathconrath, Westmeath","Number","46"
"Persons with a disability","2022","Females","Rathowen, Westmeath","Number","54"
"Persons with a disability","2022","Females","Riverdale, Westmeath","Number","45"
"Persons with a disability","2022","Females","Rosmead, Westmeath","Number","32"
"Persons with a disability","2022","Females","Russellstown, Westmeath","Number","50"
"Persons with a disability","2022","Females","Skeagh, Westmeath","Number","29"
"Persons with a disability","2022","Females","Sonna, Westmeath","Number","40"
"Persons with a disability","2022","Females","Stonehall, Westmeath","Number","26"
"Persons with a disability","2022","Females","Streamstown, Westmeath","Number","60"
"Persons with a disability","2022","Females","Street, Westmeath","Number","29"
"Persons with a disability","2022","Females","Taghmon, Westmeath","Number","41"
"Persons with a disability","2022","Females","Templepatrick, Westmeath","Number","25"
"Persons with a disability","2022","Females","Tubbrit, Westmeath","Number","75"
"Persons with a disability","2022","Females","Tullaghan, Westmeath","Number","34"
"Persons with a disability","2022","Females","Umma, Westmeath","Number","33"
"Persons with a disability","2022","Females","Winetown, Westmeath","Number","14"
"Persons with a disability","2022","Females","Woodland, Westmeath","Number","27"
"Persons with a disability","2022","Females","Adamstown, Wexford","Number","58"
"Persons with a disability","2022","Females","Ardamine, Wexford","Number","674"
"Persons with a disability","2022","Females","Ardcavan, Wexford","Number","370"
"Persons with a disability","2022","Females","Ardcolm, Wexford","Number","111"
"Persons with a disability","2022","Females","Artramon, Wexford","Number","84"
"Persons with a disability","2022","Females","Aughwilliam, Wexford","Number","69"
"Persons with a disability","2022","Females","Ballindaggan, Wexford","Number","97"
"Persons with a disability","2022","Females","Balloughter, Wexford","Number","63"
"Persons with a disability","2022","Females","Ballyanne, Wexford","Number","73"
"Persons with a disability","2022","Females","Ballybeg, Wexford","Number","61"
"Persons with a disability","2022","Females","Ballycanew, Wexford","Number","146"
"Persons with a disability","2022","Females","Ballycarney, Wexford","Number","43"
