"Statistic Label","Census Year","Sex","CSO Electoral Divisions 2022","UNIT","VALUE"
"Persons with a disability","2022","Males","Stillorgan-Deerpark, Dún Laoghaire-Rathdown","Number","266"
"Persons with a disability","2022","Males","Stillorgan-Kilmacud, Dún Laoghaire-Rathdown","Number","441"
"Persons with a disability","2022","Males","Stillorgan-Leopardstown, Dún Laoghaire-Rathdown","Number","266"
"Persons with a disability","2022","Males","Stillorgan-Merville, Dún Laoghaire-Rathdown","Number","271"
"Persons with a disability","2022","Males","Stillorgan-Mount Merrion, Dún Laoghaire-Rathdown","Number","205"
"Persons with a disability","2022","Males","Stillorgan-Priory, Dún Laoghaire-Rathdown","Number","197"
"Persons with a disability","2022","Males","Tibradden, Dún Laoghaire-Rathdown","Number","104"
"Persons with a disability","2022","Males","Athy East Urban, Kildare","Number","523"
"Persons with a disability","2022","Males","Athy Rural, Kildare","Number","548"
"Persons with a disability","2022","Males","Athy West Urban, Kildare","Number","412"
"Persons with a disability","2022","Males","Ballaghmoon, Kildare","Number","25"
"Persons with a disability","2022","Males","Ballitore, Kildare","Number","134"
"Persons with a disability","2022","Males","Ballybrackan, Kildare","Number","76"
"Persons with a disability","2022","Males","Ballymore Eustace, Kildare","Number","171"
"Persons with a disability","2022","Males","Ballynadrumny, Kildare","Number","72"
"Persons with a disability","2022","Males","Ballysax East, Kildare","Number","246"
"Persons with a disability","2022","Males","Ballysax West, Kildare","Number","167"
"Persons with a disability","2022","Males","Ballyshannon, Kildare","Number","176"
"Persons with a disability","2022","Males","Balraheen, Kildare","Number","304"
"Persons with a disability","2022","Males","Belan, Kildare","Number","36"
"Persons with a disability","2022","Males","Bert, Kildare","Number","21"
"Persons with a disability","2022","Males","Bodenstown, Kildare","Number","455"
"Persons with a disability","2022","Males","Burtown, Kildare","Number","44"
"Persons with a disability","2022","Males","Cadamstown, Kildare","Number","129"
"Persons with a disability","2022","Males","Carbury, Kildare","Number","251"
"Persons with a disability","2022","Males","Carnalway, Kildare","Number","208"
"Persons with a disability","2022","Males","Carragh, Kildare","Number","166"
"Persons with a disability","2022","Males","Carrick, Kildare","Number","26"
"Persons with a disability","2022","Males","Carrigeen, Kildare","Number","62"
"Persons with a disability","2022","Males","Castledermot, Kildare","Number","194"
"Persons with a disability","2022","Males","Celbridge, Kildare","Number","1679"
"Persons with a disability","2022","Males","Churchtown, Kildare","Number","52"
"Persons with a disability","2022","Males","Clane, Kildare","Number","808"
"Persons with a disability","2022","Males","Cloncurry, Kildare, 087026","Number","160"
"Persons with a disability","2022","Males","Cloncurry, Kildare, 087027","Number","27"
"Persons with a disability","2022","Males","Donadea, Kildare","Number","87"
"Persons with a disability","2022","Males","Donaghcumper, Kildare","Number","590"
"Persons with a disability","2022","Males","Donore, Kildare","Number","88"
"Persons with a disability","2022","Males","Downings, Kildare","Number","334"
"Persons with a disability","2022","Males","Drehid, Kildare","Number","23"
"Persons with a disability","2022","Males","Droichead Nua (Newbridge) Rural, Kildare","Number","259"
"Persons with a disability","2022","Males","Droichead Nua (Newbridge) Urban, Kildare","Number","914"
"Persons with a disability","2022","Males","Dunfierth, Kildare","Number","116"
"Persons with a disability","2022","Males","Dunmanoge, Kildare","Number","49"
"Persons with a disability","2022","Males","Dunmurry, Kildare","Number","59"
"Persons with a disability","2022","Males","Feighcullen, Kildare","Number","74"
"Persons with a disability","2022","Males","Fontstown, Kildare","Number","49"
"Persons with a disability","2022","Males","Gilltown, Kildare","Number","89"
"Persons with a disability","2022","Males","Graney, Kildare","Number","81"
"Persons with a disability","2022","Males","Grangemellon, Kildare","Number","82"
"Persons with a disability","2022","Males","Harristown, Kildare","Number","58"
"Persons with a disability","2022","Males","Inchaquire, Kildare","Number","17"
"Persons with a disability","2022","Males","Johnstown, Kildare","Number","17"
"Persons with a disability","2022","Males","Kilberry, Kildare","Number","74"
"Persons with a disability","2022","Males","Kilcock, Kildare","Number","706"
"Persons with a disability","2022","Males","Kilcullen, Kildare","Number","373"
"Persons with a disability","2022","Males","Kildangan, Kildare","Number","68"
"Persons with a disability","2022","Males","Kildare, Kildare","Number","1151"
"Persons with a disability","2022","Males","Kilkea, Kildare","Number","40"
"Persons with a disability","2022","Males","Kill, Kildare","Number","521"
"Persons with a disability","2022","Males","Killashee, Kildare","Number","30"
"Persons with a disability","2022","Males","Killinthomas, Kildare","Number","35"
"Persons with a disability","2022","Males","Kilmeage North, Kildare","Number","266"
"Persons with a disability","2022","Males","Kilmeage South, Kildare","Number","225"
"Persons with a disability","2022","Males","Kilpatrick, Kildare","Number","90"
"Persons with a disability","2022","Males","Kilrainy, Kildare","Number","76"
"Persons with a disability","2022","Males","Kilrush, Kildare","Number","67"
"Persons with a disability","2022","Males","Kilteel, Kildare","Number","62"
"Persons with a disability","2022","Males","Lackagh, Kildare","Number","100"
"Persons with a disability","2022","Males","Ladytown, Kildare","Number","80"
"Persons with a disability","2022","Males","Leixlip, Kildare","Number","1734"
"Persons with a disability","2022","Males","Lullymore, Kildare","Number","20"
"Persons with a disability","2022","Males","Maynooth, Kildare","Number","1614"
"Persons with a disability","2022","Males","Monasterevin, Kildare","Number","618"
"Persons with a disability","2022","Males","Moone, Kildare","Number","55"
"Persons with a disability","2022","Males","Morristownbiller, Kildare","Number","1592"
"Persons with a disability","2022","Males","Naas Rural, Kildare","Number","260"
"Persons with a disability","2022","Males","Naas Urban, Kildare","Number","2384"
"Persons with a disability","2022","Males","Narraghmore, Kildare","Number","99"
"Persons with a disability","2022","Males","Newtown, Kildare","Number","70"
"Persons with a disability","2022","Males","Nurney, Kildare","Number","131"
"Persons with a disability","2022","Males","Oldconnell, Kildare","Number","102"
"Persons with a disability","2022","Males","Oughterard, Kildare","Number","84"
"Persons with a disability","2022","Males","Pollardstown, Kildare","Number","31"
"Persons with a disability","2022","Males","Quinsborough, Kildare","Number","14"
"Persons with a disability","2022","Males","Rathangan, Kildare","Number","294"
"Persons with a disability","2022","Males","Rathernan, Kildare","Number","63"
"Persons with a disability","2022","Males","Rathmore, Kildare","Number","95"
"Persons with a disability","2022","Males","Robertstown, Kildare","Number","264"
"Persons with a disability","2022","Males","Skerries, Kildare","Number","88"
"Persons with a disability","2022","Males","Straffan, Kildare","Number","211"
"Persons with a disability","2022","Males","Thomastown, Kildare","Number","68"
"Persons with a disability","2022","Males","Timahoe North, Kildare","Number","146"
"Persons with a disability","2022","Males","Timahoe South, Kildare","Number","77"
"Persons with a disability","2022","Males","Usk, Kildare","Number","57"
"Persons with a disability","2022","Males","Windmill Cross, Kildare","Number","152"
"Persons with a disability","2022","Males","Aghaviller, Kilkenny","Number","44"
"Persons with a disability","2022","Males","Aglish, Kilkenny","Number","96"
"Persons with a disability","2022","Males","Attanagh, Kilkenny","Number","38"
"Persons with a disability","2022","Males","Balleen, Kilkenny","Number","41"
"Persons with a disability","2022","Males","Ballinamara, Kilkenny","Number","45"
"Persons with a disability","2022","Males","Ballincrea, Kilkenny","Number","28"
"Persons with a disability","2022","Males","Ballybeagh, Kilkenny","Number","18"
"Persons with a disability","2022","Males","Ballycallan, Kilkenny","Number","43"
"Persons with a disability","2022","Males","Ballyconra, Kilkenny","Number","26"
"Persons with a disability","2022","Males","Ballyhale, Kilkenny","Number","46"
"Persons with a disability","2022","Males","Ballyragget, Kilkenny","Number","197"
"Persons with a disability","2022","Males","Ballyvool, Kilkenny","Number","25"
"Persons with a disability","2022","Males","Baunmore, Kilkenny","Number","12"
"Persons with a disability","2022","Males","Bennettsbridge, Kilkenny","Number","126"
"Persons with a disability","2022","Males","Boolyglass, Kilkenny","Number","23"
"Persons with a disability","2022","Males","Bramblestown, Kilkenny","Number","27"
"Persons with a disability","2022","Males","Brownsford, Kilkenny","Number","21"
"Persons with a disability","2022","Males","Burnchurch, Kilkenny","Number","60"
"Persons with a disability","2022","Males","Callan Rural, Kilkenny","Number","175"
"Persons with a disability","2022","Males","Callan Urban, Kilkenny","Number","247"
"Persons with a disability","2022","Males","Castlebanny, Kilkenny","Number","15"
"Persons with a disability","2022","Males","Castlecomer, Kilkenny","Number","287"
"Persons with a disability","2022","Males","Castlegannon, Kilkenny","Number","14"
"Persons with a disability","2022","Males","Clara, Kilkenny","Number","69"
"Persons with a disability","2022","Males","Clogh, Kilkenny","Number","158"
"Persons with a disability","2022","Males","Clogharinka, Kilkenny","Number","14"
"Persons with a disability","2022","Males","Clomantagh, Kilkenny","Number","37"
"Persons with a disability","2022","Males","Coolaghmore, Kilkenny","Number","63"
"Persons with a disability","2022","Males","Coolcraheen, Kilkenny","Number","41"
"Persons with a disability","2022","Males","Coolhill, Kilkenny","Number","21"
"Persons with a disability","2022","Males","Danesfort, Kilkenny","Number","51"
"Persons with a disability","2022","Males","Dunbell, Kilkenny","Number","62"
"Persons with a disability","2022","Males","Dunkitt, Kilkenny","Number","116"
"Persons with a disability","2022","Males","Dunmore, Kilkenny","Number","54"
"Persons with a disability","2022","Males","Dunnamaggan, Kilkenny","Number","41"
"Persons with a disability","2022","Males","Dysartmoon, Kilkenny","Number","29"
"Persons with a disability","2022","Males","Earlstown, Kilkenny","Number","28"
"Persons with a disability","2022","Males","Ennisnag, Kilkenny","Number","49"
"Persons with a disability","2022","Males","Famma, Kilkenny","Number","32"
"Persons with a disability","2022","Males","Farnoge, Kilkenny","Number","33"
"Persons with a disability","2022","Males","Fiddown, Kilkenny","Number","104"
"Persons with a disability","2022","Males","Freaghana, Kilkenny","Number","23"
"Persons with a disability","2022","Males","Freshford, Kilkenny","Number","147"
"Persons with a disability","2022","Males","Galmoy, Kilkenny","Number","31"
"Persons with a disability","2022","Males","Glashare, Kilkenny","Number","31"
"Persons with a disability","2022","Males","Goresbridge, Kilkenny","Number","66"
"Persons with a disability","2022","Males","Gowran, Kilkenny","Number","163"
"Persons with a disability","2022","Males","Graiguenamanagh, Kilkenny","Number","244"
"Persons with a disability","2022","Males","Grange, Kilkenny","Number","87"
"Persons with a disability","2022","Males","Inistioge, Kilkenny","Number","105"
"Persons with a disability","2022","Males","Jerpoint Church, Kilkenny","Number","110"
"Persons with a disability","2022","Males","Jerpoint West, Kilkenny","Number","30"
"Persons with a disability","2022","Males","Johnstown, Kilkenny","Number","109"
"Persons with a disability","2022","Males","Kells, Kilkenny","Number","63"
"Persons with a disability","2022","Males","Kilbeacon, Kilkenny","Number","13"
"Persons with a disability","2022","Males","Kilbride, Kilkenny","Number","33"
